Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,HP,Met_Color,Automatic,cc,Doors,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Petrol,Color_Beige,Color_Black,Color_Blue,Color_Green,Color_Grey,Color_Red,Color_Silver,Color_Violet,Color_White,Color_Yellow
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,0.092362345,0.848101266,0,0.166666667,0.640821567,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,0.127886323,0.835443038,0.090909091,0.166666667,0.639916214,0.333333333,1,0,0.020408163,1,0.666666667,0.189393939,0.081300813,0,1,0.090909091,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,0.120781528,0.734177215,0.818181818,0.166666667,0.636965584,0.024390244,1,0,0.047619048,0.333333333,0.666666667,0.628787879,0.195121951,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,0.127886323,0.797468354,0.363636364,0.166666667,0.635644591,0.024390244,1,0,0.047619048,1,0.666666667,0.628787879,0.219512195,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,0.138543517,0.797468354,0.363636364,0.166666667,0.619689793,0.333333333,1,0,0.020408163,0.333333333,1,0.25,0.105691057,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 2.0diesel Stationwagen,0.06749556,0.835443038,0.090909091,0.166666667,0.613167132,0.170731707,1,0,0.047619048,1,0.666666667,0.170454545,0.219512195,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,0.18294849,0.772151899,0.545454545,0.166666667,0.607553941,0.024390244,0,0,0.047619048,1,0.666666667,0.628787879,0.219512195,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TOYOTA Corolla 2.0D TERRA LIFTBACK 4/5-Doors,0.090586146,0.734177215,0.818181818,0.166666667,0.594734958,0.024390244,1,0,0.047619048,1,0.666666667,0.170454545,0.219512195,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V G6 2/3-Doors,0.145648313,0.797468354,0.363636364,0.166666667,0.592590916,0.333333333,1,0,0.020408163,0.333333333,1,0.200757576,0.105691057,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,0.106571936,0.810126582,0.272727273,0.166666667,0.576821304,0.024390244,1,0,0.047619048,0.333333333,0.666666667,0.628787879,0.18699187,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.163410302,0.848101266,0,0.166666667,0.576129943,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.138211382,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,0.090586146,0.746835443,0.727272727,0.166666667,0.575306894,0.024390244,0,0,0.047619048,0.333333333,0.666666667,0.628787879,0.18699187,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.163410302,0.734177215,0.818181818,0.166666667,0.563989975,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.674242424,0.126829268,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,0.156305506,0.759493671,0.636363636,0.166666667,0.563603142,0.333333333,0,0,0.020408163,0.333333333,1,0.25,0.105691057,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.127886323,0.835443038,0.090909091,0.166666667,0.556940564,0.333333333,1,0,0.020408163,1,0.666666667,0.674242424,0.195121951,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,0.163410302,0.797468354,0.363636364,0.166666667,0.550487862,0.024390244,1,0,0.047619048,0.333333333,0.666666667,0.628787879,0.195121951,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,0.163410302,0.721518987,0.909090909,0.166666667,0.548989914,0.024390244,1,0,0.047619048,1,0.666666667,0.628787879,0.219512195,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,0.163410302,0.810126582,0.272727273,0.166666667,0.546528998,0.024390244,1,0,0.047619048,1,0.666666667,0.628787879,0.219512195,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,0.127886323,0.797468354,0.363636364,0.166666667,0.544825287,0.024390244,0,0,0.047619048,1,0.666666667,0.628787879,0.219512195,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,0.120781528,0.746835443,0.727272727,0.166666667,0.536088626,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 2.0D XL Sedan 4/5-Doors,0.111900533,0.734177215,0.818181818,0.166666667,0.53497751,0.024390244,1,0,0.047619048,0.666666667,0.666666667,0.628787879,0.219512195,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,0.163410302,0.835443038,0.090909091,0.166666667,0.52263178,0.024390244,1,0,0.047619048,1,0.666666667,0.628787879,0.219512195,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,0.193605684,0.835443038,0.090909091,0.166666667,0.521808732,0.024390244,0,0,0.047619048,1,0.666666667,0.628787879,0.219512195,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.181172291,0.82278481,0.181818182,0.166666667,0.520376627,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.138211382,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla Sw 20D Linea Terra Stationwagen,0.163410302,0.772151899,0.545454545,0.166666667,0.515121461,0.382113821,0,0,0.047619048,1,0.666666667,0.628787879,0.243902439,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,0.156305506,0.848101266,0,0.166666667,0.514401294,0.024390244,1,0,0.047619048,0.333333333,0.666666667,0.628787879,0.18699187,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,0.218472469,0.759493671,0.636363636,0.166666667,0.506170807,0.024390244,0,0,0.047619048,1,0.666666667,0.628787879,0.219512195,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,0.129484902,0.734177215,0.818181818,0.166666667,0.500516463,0.138211382,0,0,0,1,0.666666667,0.189393939,0.081300813,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,0.21669627,0.797468354,0.363636364,0.166666667,0.495471175,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.146341463,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,0.198934281,0.82278481,0.181818182,0.166666667,0.493825077,0.024390244,0,0,0.047619048,0.666666667,0.666666667,0.628787879,0.162601626,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,0.198934281,0.848101266,0,0.166666667,0.491936181,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.25,0.089430894,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 4/5-Doors,0.163410302,0.848101266,0,0.166666667,0.491767456,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.113821138,1,0,0.272727273,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,0.127886323,0.848101266,0,0.166666667,0.49089914,0.333333333,1,0,0.020408163,0.666666667,0.666666667,0.189393939,0.056910569,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,0.234458259,0.708860759,1,0.166666667,0.489022589,0.333333333,0,0,0.020408163,0.333333333,1,0.25,0.105691057,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,0.198934281,0.797468354,0.363636364,0.166666667,0.485594591,0.024390244,1,0,0.047619048,1,0.666666667,0.628787879,0.243902439,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,0.150976909,0.848101266,0,0.166666667,0.485409405,0.333333333,1,1,0.020408163,0.666666667,0.666666667,0.25,0.105691057,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,0.103019538,0.810126582,0.272727273,0.166666667,0.483985531,0.138211382,0,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,0.092362345,0.848101266,0,0.166666667,0.481479348,0.024390244,0,0,0.047619048,0.333333333,0.666666667,0.628787879,0.18699187,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,0.129662522,0.797468354,0.363636364,0.166666667,0.477364104,0.138211382,0,0,0,1,0.666666667,0.189393939,0.073170732,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.198934281,0.721518987,0.909090909,0.166666667,0.47619126,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.113821138,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,0.181172291,0.746835443,0.727272727,0.166666667,0.474034873,0.333333333,1,0,0.020408163,0.666666667,0.666666667,0.674242424,0.128455285,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,0.127886323,0.848101266,0,0.166666667,0.473541043,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.25,0.089430894,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 G6-R 2/3-Doors,0.181172291,0.784810127,0.454545455,0.166666667,0.473248861,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.674242424,0.177235772,0,1,0.090909091,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.198934281,0.797468354,0.363636364,0.166666667,0.472615114,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,0.092362345,0.810126582,0.272727273,0.166666667,0.470709756,0.170731707,0,0,0.047619048,0.333333333,0.666666667,0.170454545,0.422764228,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,0.138543517,0.734177215,0.818181818,0.166666667,0.467899045,0.333333333,1,0,0.020408163,1,0.666666667,0,0.105691057,1,1,0.272727273,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,0.198934281,0.835443038,0.090909091,0.166666667,0.465503973,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.032520325,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,0.138543517,0.734177215,0.818181818,0.166666667,0.464306437,0.138211382,1,0,0,1,0.666666667,0.189393939,0.06504065,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.198934281,0.848101266,0,0.166666667,0.4613805,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.113821138,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,0.218472469,0.82278481,0.181818182,0.166666667,0.460903131,0.333333333,1,0,0.020408163,0.333333333,1,0.25,0.105691057,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 SDN LINEA TERRA DSL 4/5-Doors,0.127886323,0.772151899,0.545454545,0.166666667,0.460903131,0.024390244,0,0,0.047619048,0.666666667,0.666666667,0.170454545,0.219512195,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,0.191829485,0.810126582,0.272727273,0.166666667,0.45995251,0.333333333,0,0,0.020408163,0.333333333,1,0.25,0.105691057,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.174067496,0.759493671,0.636363636,0.166666667,0.456182947,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.113821138,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,0.18294849,0.848101266,0,0.166666667,0.45385372,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.198934281,0.772151899,0.545454545,0.166666667,0.45080844,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.120781528,0.784810127,0.454545455,0.166666667,0.449503907,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.18294849,0.848101266,0,0.166666667,0.449174688,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,0.198934281,0.835443038,0.090909091,0.166666667,0.447705546,0.333333333,1,0,0.020408163,0.666666667,0.666666667,0.189393939,0.056910569,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,0.191829485,0.797468354,0.363636364,0.166666667,0.439438022,0.333333333,0,1,0.020408163,0.333333333,0.666666667,0,0.081300813,0,1,0.272727273,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,0.191829485,0.721518987,0.909090909,0.166666667,0.435972988,0.138211382,0,0,0,1,0.666666667,0.189393939,0.06504065,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,0.056838366,0.734177215,0.818181818,0.166666667,0.432096428,0.138211382,1,0,0,0.333333333,0.666666667,0,0.024390244,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,0.147424512,0.772151899,0.545454545,0.166666667,0.432096428,0.138211382,0,0,0,1,0.666666667,0.189393939,0.06504065,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.147246892,0.848101266,0,0.166666667,0.429211643,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.138211382,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,0.174067496,0.835443038,0.090909091,0.166666667,0.427981185,0.138211382,0,0,0,0.333333333,0.666666667,0.189393939,0.032520325,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,0.090586146,0.848101266,0,0.166666667,0.427981185,0.138211382,1,0,0,0.333333333,0.666666667,0,0.024390244,0,0,0.090909091,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,0.163410302,0.721518987,0.909090909,0.166666667,0.425750723,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.040650407,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.18294849,0.784810127,0.454545455,0.166666667,0.425512039,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,0.174067496,0.784810127,0.454545455,0.166666667,0.4230717,0.138211382,0,0,0,1,0.666666667,0.25,0.089430894,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,0.196980462,0.848101266,0,0.166666667,0.421783629,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.146341463,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,0.198934281,0.708860759,1,0.166666667,0.420985272,0.024390244,1,0,0.047619048,1,0.666666667,0.628787879,0.219512195,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.127886323,0.759493671,0.636363636,0.166666667,0.420186914,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.156305506,0.848101266,0,0.166666667,0.419293907,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,0.138543517,0.708860759,1,0.166666667,0.418890613,0.024390244,0,0,0.047619048,0.333333333,0.666666667,0.628787879,0.18699187,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,0.163410302,0.784810127,0.454545455,0.166666667,0.417565504,0.333333333,1,0,0.020408163,0.333333333,1,0.25,0.105691057,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.163410302,0.848101266,0,0.166666667,0.415639571,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.12195122,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.163410302,0.759493671,0.636363636,0.166666667,0.414598414,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.113821138,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.163410302,0.810126582,0.272727273,0.166666667,0.413783596,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.181172291,0.835443038,0.090909091,0.166666667,0.410618974,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.138211382,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,0.163410302,0.734177215,0.818181818,0.166666667,0.405997556,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.032520325,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.174067496,0.810126582,0.272727273,0.166666667,0.405347347,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,0.156305506,0.797468354,0.363636364,0.166666667,0.404487261,0.138211382,0,0,0,0.666666667,0.666666667,0.189393939,0,0,1,0.272727273,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
